review_id,order_id,user_id,driver_id,content,comment_star
219,ORD219,426,150.0,态度一般，很满意,4
220,ORD220,176,135.0,态度一般，速度快，车内有异味,5
221,ORD221,485,91.0,态度一般,3
222,ORD222,236,472.0,很满意，司机很礼貌,3
223,ORD223,291,195.0,态度一般，等待时间长，服务不错,4
224,ORD224,315,492.0,服务不错，驾驶稳，速度快,4
225,ORD225,240,302.0,车很干净,5
226,ORD226,429,110.0,驾驶稳,4
227,ORD227,489,408.0,车内有异味，等待时间长,4
228,ORD228,235,233.0,速度快，驾驶稳,4
229,ORD229,19,348.0,等待时间长,5
230,ORD230,11,118.0,车很干净，驾驶稳，服务不错,4
231,ORD231,107,124.0,车很干净，驾驶稳,4
232,ORD232,493,405.0,司机很礼貌,3
233,ORD233,270,19.0,很满意,5
234,ORD234,433,318.0,驾驶稳，车很干净,3
235,ORD235,144,243.0,服务不错，驾驶稳，等待时间长,4
236,ORD236,25,159.0,驾驶稳，很满意，等待时间长,4
237,ORD237,147,183.0,等待时间长,3
238,ORD238,497,347.0,态度一般，司机很礼貌，比较安静,3
239,ORD239,190,323.0,很满意，速度快，车内有异味,5
240,ORD240,241,500.0,车内有异味，驾驶稳，司机很礼貌,4
241,ORD241,155,419.0,等待时间长,4
242,ORD242,155,60.0,速度快，服务不错,3
243,ORD243,457,446.0,很满意,5
244,ORD244,322,120.0,车内有异味,4
245,ORD245,373,436.0,很满意，司机很礼貌，比较安静,5
246,ORD246,171,453.0,车很干净,3
247,ORD247,267,441.0,服务不错,4
248,ORD248,208,399.0,等待时间长，速度快,3
249,ORD249,486,15.0,车很干净，车内有异味,3
250,ORD250,497,32.0,速度快,3
251,ORD251,129,324.0,司机很礼貌，驾驶稳，等待时间长,5
252,ORD252,435,253.0,态度一般,3
253,ORD253,343,306.0,比较安静，服务不错，速度快,4
254,ORD254,313,233.0,很满意，服务不错，等待时间长,3
255,ORD255,159,36.0,等待时间长,3
256,ORD256,459,430.0,等待时间长,3
257,ORD257,294,50.0,很满意，态度一般,3
258,ORD258,271,431.0,等待时间长,4
259,ORD259,409,126.0,很满意,3
260,ORD260,48,169.0,速度快,3
261,ORD261,182,118.0,很满意，态度一般,5
262,ORD262,431,494.0,态度一般,5
263,ORD263,178,108.0,服务不错，态度一般，驾驶稳,5
264,ORD264,375,218.0,车内有异味，服务不错，很满意,3
265,ORD265,464,121.0,比较安静，服务不错，速度快,4
266,ORD266,247,7.0,态度一般，司机很礼貌,3
267,ORD267,174,190.0,车很干净,4
268,ORD268,124,178.0,车内有异味,5
269,ORD269,32,213.0,车很干净,4
270,ORD270,3,63.0,很满意,3
271,ORD271,156,353.0,驾驶稳,3
272,ORD272,41,418.0,很满意，等待时间长,5
273,ORD273,499,398.0,驾驶稳,5
274,ORD274,80,44.0,等待时间长,5
275,ORD275,9,37.0,服务不错，态度一般，车很干净,5
276,ORD276,418,385.0,态度一般，车很干净,5
277,ORD277,489,58.0,服务不错,5
278,ORD278,466,468.0,驾驶稳，服务不错,3
279,ORD279,397,388.0,等待时间长，车内有异味,4
280,ORD280,175,225.0,等待时间长,4
281,ORD281,351,359.0,车内有异味，很满意,4
282,ORD282,120,30.0,态度一般,3
283,ORD283,323,125.0,车内有异味,5
284,ORD284,212,218.0,车很干净，司机很礼貌，比较安静,3
285,ORD285,290,134.0,驾驶稳，服务不错，司机很礼貌,3
286,ORD286,319,290.0,速度快,5
287,ORD287,358,185.0,比较安静,5
288,ORD288,257,390.0,车很干净，司机很礼貌,3
289,ORD289,330,33.0,司机很礼貌，态度一般,5
290,ORD290,294,285.0,比较安静，速度快,4
291,ORD291,182,261.0,车很干净，很满意,3
292,ORD292,72,84.0,等待时间长,5
293,ORD293,13,345.0,等待时间长，车内有异味,5
294,ORD294,255,274.0,服务不错，车很干净，等待时间长,5
295,ORD295,38,413.0,很满意,5
296,ORD296,5,353.0,等待时间长,3
297,ORD297,345,52.0,态度一般，服务不错，很满意,5
298,ORD298,232,11.0,车很干净，司机很礼貌,4
299,ORD299,295,137.0,驾驶稳，态度一般,4
300,ORD300,130,203.0,速度快，驾驶稳,4
301,ORD301,200,64.0,速度快，车很干净，态度一般,5
302,ORD302,143,236.0,车内有异味，比较安静,4
303,ORD303,47,403.0,司机很礼貌,5
304,ORD304,221,466.0,比较安静，驾驶稳，车内有异味,4
305,ORD305,393,171.0,等待时间长,4
306,ORD306,42,33.0,速度快，驾驶稳，车内有异味,3
307,ORD307,180,467.0,态度一般，车内有异味，司机很礼貌,4
308,ORD308,215,241.0,很满意，驾驶稳,5
309,ORD309,409,348.0,司机很礼貌,5
310,ORD310,95,456.0,服务不错，速度快,5
311,ORD311,17,178.0,车很干净，服务不错，很满意,3
312,ORD312,259,99.0,服务不错,4
313,ORD313,461,351.0,车内有异味，等待时间长,4
314,ORD314,463,457.0,驾驶稳,5
315,ORD315,89,84.0,速度快，态度一般，车很干净,3
316,ORD316,7,260.0,比较安静,3
317,ORD317,170,240.0,等待时间长，态度一般，比较安静,3
318,ORD318,347,305.0,车内有异味，服务不错，比较安静,4
319,ORD319,244,259.0,驾驶稳,5
320,ORD320,352,298.0,驾驶稳，车很干净,5
321,ORD321,112,39.0,司机很礼貌，速度快，服务不错,3
322,ORD322,345,465.0,等待时间长,5
323,ORD323,442,28.0,态度一般,3
324,ORD324,455,204.0,服务不错,5
325,ORD325,433,10.0,服务不错,3
326,ORD326,27,127.0,车内有异味,4
327,ORD327,118,75.0,车很干净,5
328,ORD328,53,222.0,驾驶稳，速度快,5
329,ORD329,297,338.0,司机很礼貌,3
330,ORD330,122,266.0,等待时间长，车内有异味,3
331,ORD331,462,365.0,司机很礼貌，驾驶稳,5
332,ORD332,346,133.0,车很干净，司机很礼貌，速度快,5
333,ORD333,202,372.0,车很干净，等待时间长，服务不错,4
334,ORD334,440,322.0,很满意，车很干净，态度一般,5
335,ORD335,337,317.0,司机很礼貌，等待时间长，速度快,3
336,ORD336,432,430.0,态度一般，车很干净，很满意,5
337,ORD337,4,84.0,车内有异味，很满意，等待时间长,3
338,ORD338,469,425.0,驾驶稳，速度快,4
339,ORD339,199,331.0,速度快,4
340,ORD340,72,163.0,司机很礼貌，车内有异味,4
341,ORD341,204,461.0,很满意,4
342,ORD342,442,99.0,服务不错,3
343,ORD343,424,53.0,很满意,3
344,ORD344,135,8.0,服务不错，驾驶稳，车很干净,5
345,ORD345,366,105.0,速度快,3
346,ORD346,216,4.0,驾驶稳，司机很礼貌，等待时间长,3
347,ORD347,243,176.0,很满意,3
348,ORD348,377,343.0,比较安静，服务不错，车内有异味,4
349,ORD349,247,282.0,车内有异味，态度一般,5
350,ORD350,260,364.0,服务不错，态度一般,4
351,ORD351,218,158.0,车内有异味,5
352,ORD352,262,265.0,服务不错，态度一般，比较安静,5
353,ORD353,113,60.0,很满意，服务不错，司机很礼貌,4
354,ORD354,365,335.0,驾驶稳，很满意,5
355,ORD355,390,280.0,等待时间长，速度快,5
356,ORD356,228,422.0,车很干净，服务不错，驾驶稳,3
357,ORD357,385,90.0,速度快，车内有异味，驾驶稳,4
358,ORD358,394,429.0,比较安静，服务不错，等待时间长,4
359,ORD359,456,493.0,驾驶稳,4
360,ORD360,413,175.0,很满意，等待时间长,5
361,ORD361,472,177.0,服务不错，司机很礼貌,3
362,ORD362,119,442.0,速度快，司机很礼貌,3
363,ORD363,192,416.0,很满意，车很干净，服务不错,4
364,ORD364,163,147.0,服务不错，驾驶稳,4
365,ORD365,419,490.0,比较安静，速度快，等待时间长,3
366,ORD366,185,401.0,等待时间长，司机很礼貌，驾驶稳,3
367,ORD367,286,467.0,服务不错，比较安静,5
368,ORD368,114,79.0,车内有异味,5
369,ORD369,262,289.0,驾驶稳,5
370,ORD370,384,248.0,服务不错，司机很礼貌,5
371,ORD371,377,104.0,速度快,3
372,ORD372,14,411.0,等待时间长，速度快,5
373,ORD373,242,137.0,车很干净,4
374,ORD374,305,187.0,车很干净，驾驶稳,5
375,ORD375,214,408.0,很满意，态度一般,3
376,ORD376,390,106.0,等待时间长,4
377,ORD377,64,330.0,态度一般，车很干净,5
378,ORD378,121,330.0,服务不错,3
379,ORD379,183,154.0,等待时间长，车很干净,5
380,ORD380,204,261.0,车内有异味，车很干净,4
381,ORD381,341,19.0,服务不错，车内有异味，很满意,5
382,ORD382,294,18.0,速度快，司机很礼貌，车很干净,5
383,ORD383,260,207.0,很满意,4
384,ORD384,282,183.0,态度一般,3
385,ORD385,75,342.0,司机很礼貌，等待时间长，车很干净,5
386,ORD386,304,380.0,服务不错，速度快，很满意,5
387,ORD387,24,280.0,车很干净，态度一般,3
388,ORD388,54,73.0,态度一般,3
389,ORD389,395,396.0,很满意，车很干净,3
390,ORD390,436,205.0,服务不错，驾驶稳，很满意,5
391,ORD391,282,473.0,车内有异味,4
392,ORD392,361,51.0,很满意,5
393,ORD393,250,475.0,驾驶稳,3
394,ORD394,291,330.0,服务不错，驾驶稳,4
395,ORD395,440,124.0,车很干净，很满意,5
396,ORD396,289,330.0,驾驶稳,5
397,ORD397,341,347.0,驾驶稳,3
398,ORD398,403,153.0,速度快,3
399,ORD399,16,91.0,车内有异味，车很干净，驾驶稳,4
400,ORD400,111,245.0,驾驶稳,5
401,ORD401,265,470.0,车内有异味，车很干净，司机很礼貌,3
402,ORD402,471,384.0,态度一般,5
403,ORD403,112,368.0,很满意,5
404,ORD404,31,483.0,等待时间长，比较安静,4
405,ORD405,134,372.0,速度快，车内有异味，服务不错,4
406,ORD406,231,120.0,态度一般，速度快，车内有异味,5
407,ORD407,239,258.0,车很干净，速度快,3
408,ORD408,466,470.0,很满意，服务不错,5
409,ORD409,180,401.0,服务不错，车内有异味,4
410,ORD410,179,252.0,司机很礼貌，态度一般,4
411,ORD411,297,235.0,服务不错，比较安静，车很干净,5
412,ORD412,162,430.0,等待时间长，司机很礼貌,3
413,ORD413,8,185.0,速度快,3
414,ORD414,170,210.0,速度快，等待时间长，态度一般,5
415,ORD415,302,112.0,司机很礼貌，车很干净，驾驶稳,4
416,ORD416,230,359.0,服务不错，车很干净，很满意,3
417,ORD417,378,373.0,速度快，司机很礼貌，等待时间长,4
418,ORD418,407,250.0,车内有异味,5
419,ORD419,234,416.0,服务不错，等待时间长，司机很礼貌,5
420,ORD420,496,255.0,等待时间长，比较安静,5
421,ORD421,275,90.0,驾驶稳，态度一般，比较安静,5
422,ORD422,464,139.0,速度快，驾驶稳，很满意,4
423,ORD423,370,169.0,车很干净,4
424,ORD424,488,410.0,比较安静，司机很礼貌，驾驶稳,5
425,ORD425,416,2.0,车内有异味，驾驶稳，服务不错,3
426,ORD426,385,10.0,车很干净，司机很礼貌,4
427,ORD427,252,269.0,速度快，车很干净,3
428,ORD428,453,355.0,车内有异味，比较安静，速度快,4
429,ORD429,381,32.0,驾驶稳，服务不错,5
430,ORD430,116,449.0,司机很礼貌，驾驶稳，很满意,4
431,ORD431,122,351.0,车内有异味,3
432,ORD432,215,39.0,态度一般，很满意，比较安静,3
433,ORD433,340,264.0,等待时间长,3
434,ORD434,284,19.0,比较安静,4
435,ORD435,245,87.0,服务不错，驾驶稳，车很干净,5
436,ORD436,138,299.0,驾驶稳，速度快,3
437,ORD437,308,63.0,车很干净，速度快，服务不错,5
438,ORD438,321,266.0,等待时间长，司机很礼貌,5
439,ORD439,268,432.0,驾驶稳，态度一般,4
440,ORD440,170,372.0,等待时间长，车内有异味，司机很礼貌,3
441,ORD441,36,288.0,车很干净,3
442,ORD442,420,90.0,很满意，司机很礼貌,4
443,ORD443,483,137.0,司机很礼貌，态度一般，很满意,4
444,ORD444,281,186.0,态度一般，等待时间长，比较安静,3
445,ORD445,201,349.0,车很干净,5
446,ORD446,311,71.0,速度快，服务不错，车内有异味,4
447,ORD447,262,9.0,速度快，车很干净，很满意,5
448,ORD448,425,327.0,车很干净，驾驶稳,3
449,ORD449,214,10.0,司机很礼貌,4
450,ORD450,356,57.0,驾驶稳,3
451,ORD451,492,283.0,驾驶稳，服务不错，车很干净,3
452,ORD452,418,69.0,车很干净，车内有异味,5
453,ORD453,410,368.0,速度快，等待时间长,5
454,ORD454,205,239.0,服务不错，很满意，驾驶稳,3
455,ORD455,451,451.0,比较安静，等待时间长，司机很礼貌,4
456,ORD456,10,175.0,车内有异味，车很干净，司机很礼貌,5
457,ORD457,49,63.0,驾驶稳，速度快,3
458,ORD458,5,377.0,服务不错，司机很礼貌，态度一般,5
459,ORD459,284,239.0,车很干净，服务不错，比较安静,3
460,ORD460,381,465.0,车内有异味，服务不错，司机很礼貌,3
461,ORD461,312,454.0,比较安静,4
462,ORD462,277,71.0,服务不错，车很干净,4
463,ORD463,205,28.0,比较安静，驾驶稳,5
464,ORD464,437,137.0,很满意，服务不错,5
465,ORD465,242,178.0,速度快，等待时间长，车很干净,3
466,ORD466,337,201.0,比较安静,3
467,ORD467,42,335.0,车很干净，车内有异味，很满意,5
468,ORD468,463,129.0,态度一般，驾驶稳，速度快,4
469,ORD469,291,50.0,驾驶稳，司机很礼貌,4
470,ORD470,54,124.0,态度一般，比较安静,3
471,ORD471,91,403.0,司机很礼貌，等待时间长,4
472,ORD472,310,137.0,很满意,5
473,ORD473,234,200.0,车很干净，比较安静，很满意,3
474,ORD474,91,462.0,很满意,4
475,ORD475,446,347.0,很满意,5
476,ORD476,158,328.0,服务不错,5
477,ORD477,205,227.0,服务不错,5
478,ORD478,157,20.0,服务不错，比较安静，很满意,4
479,ORD479,458,162.0,态度一般，等待时间长,3
480,ORD480,18,307.0,服务不错,4
481,ORD481,306,130.0,等待时间长，态度一般,5
482,ORD482,215,84.0,态度一般,4
483,ORD483,111,146.0,驾驶稳，车内有异味，很满意,3
484,ORD484,218,405.0,司机很礼貌，比较安静，等待时间长,3
485,ORD485,470,60.0,态度一般，车很干净，司机很礼貌,4
486,ORD486,187,105.0,很满意,3
487,ORD487,58,33.0,车很干净,5
488,ORD488,86,60.0,驾驶稳，比较安静,4
489,ORD489,28,370.0,速度快，服务不错,3
490,ORD490,375,383.0,服务不错，车内有异味,5
491,ORD491,174,186.0,态度一般,5
492,ORD492,316,155.0,态度一般，驾驶稳,3
493,ORD493,383,261.0,比较安静，驾驶稳，很满意,3
494,ORD494,231,250.0,车很干净,5
495,ORD495,252,388.0,态度一般，很满意，等待时间长,4
496,ORD496,168,420.0,服务不错，速度快,5
497,ORD497,250,114.0,司机很礼貌，车很干净,4
498,ORD498,486,403.0,车很干净，态度一般，速度快,4
499,ORD499,372,460.0,比较安静，车内有异味，车很干净,5
500,ORD500,161,244.0,速度快,3
501,ORD501,290,34.0,司机很礼貌,5
502,ORD502,27,127.0,驾驶稳，态度一般,3
503,ORD503,17,333.0,很满意，司机很礼貌,4
504,ORD504,227,462.0,车内有异味,3
505,ORD505,440,236.0,驾驶稳，速度快，车很干净,4
506,ORD506,235,280.0,速度快,3
507,ORD507,244,50.0,态度一般,5
508,ORD508,336,240.0,速度快，服务不错,4
509,ORD509,263,11.0,速度快，司机很礼貌,4
510,ORD510,350,234.0,等待时间长,5
511,ORD511,252,373.0,车很干净,3
512,ORD512,150,381.0,车很干净，速度快，态度一般,3
513,ORD513,352,296.0,驾驶稳，态度一般，司机很礼貌,3
514,ORD514,470,269.0,司机很礼貌,5
515,ORD515,362,120.0,服务不错，等待时间长,5
516,ORD516,316,140.0,等待时间长，态度一般,4
517,ORD517,318,250.0,驾驶稳，很满意,5
518,ORD518,395,64.0,车内有异味，速度快,5
519,ORD519,35,213.0,比较安静,5
520,ORD520,137,118.0,司机很礼貌,4
521,ORD521,45,34.0,态度一般，比较安静,4
522,ORD522,173,210.0,比较安静，速度快，驾驶稳,5
523,ORD523,441,54.0,车很干净，速度快，等待时间长,4
524,ORD524,213,330.0,车很干净，驾驶稳，速度快,3
525,ORD525,274,437.0,很满意,3
526,ORD526,101,156.0,态度一般,5
527,ORD527,193,367.0,车内有异味，司机很礼貌,3
528,ORD528,17,4.0,司机很礼貌，速度快，很满意,3
529,ORD529,226,218.0,驾驶稳，态度一般，等待时间长,3
530,ORD530,227,175.0,等待时间长，比较安静，态度一般,3
531,ORD531,266,321.0,等待时间长，态度一般，车很干净,3
532,ORD532,439,41.0,等待时间长，司机很礼貌，车很干净,4
533,ORD533,263,418.0,态度一般，等待时间长,3
534,ORD534,414,186.0,司机很礼貌，态度一般,5
535,ORD535,86,465.0,比较安静,5
536,ORD536,153,127.0,很满意,3
